fold,model,train_RMSE,val_RMSE,train_R2,val_R2,status
0,linear_regression,1.2452327962373347e-15,1.5852064654366027,1.0,-0.36531880796044947,ok
0,ridge,0.15322709088588096,1.6564090642834244,0.98587544706419,-0.49072522289113585,ok
0,random_forest,0.9402387581222711,1.682465565934828,0.4681613479429262,-0.5379944631436646,ok
0,gradient_boosting,1.2892828359490354,1.657569160489312,0.0,-0.492814067145132,ok
0,neural_net_mlp,0.06673045587437082,2.862519901163774,0.9973211291188526,-3.452043841072272,ok
1,linear_regression,6.115505087763594e-15,32.79136083579059,1.0,-2032.6754911927546,ok
1,ridge,0.2711426260689892,17.214949079832465,0.9628345431012807,-559.4982478094216,ok
1,random_forest,0.6680320021874951,0.849777569288863,0.7744003527942828,-0.36575657807792616,ok
1,gradient_boosting,1.406462184656618,0.8328850416680887,0.0,-0.3119971726492232,ok
1,neural_net_mlp,0.023561047878432217,21.80963338122197,0.9997193706541492,-898.6208343798374,ok
2,linear_regression,3.1287810399142656e-15,7.137939347249918,1.0,-3.8465535850100805,ok
2,ridge,0.4441350472852797,4.703974508419738,0.8712143166988826,-1.1048309991939793,ok
2,random_forest,0.5532230681266255,3.6174867149750547,0.800180412642288,-0.24480464972594418,ok
2,gradient_boosting,1.2376027109293506,3.5235835998627048,0.0,-0.18101787825147908,ok
2,neural_net_mlp,0.05936733534085333,5.695137019268225,0.9976989152790213,-2.085287691497442,ok
3,linear_regression,3.842338175654291e-15,10.48596317806163,1.0,-300.30174703614244,ok
3,ridge,0.8604332316711069,3.371061682801655,0.820900921776395,-30.13998446529142,ok
3,random_forest,1.0792720376073917,1.9348010478497657,0.7182130668331523,-9.257880160099626,ok
3,gradient_boosting,0.7907674693469882,3.0885573350728075,0.8487286823456647,-25.139442991163886,ok
3,neural_net_mlp,0.03562346710145947,2.1640651570689413,0.9996930049514782,-11.832925069968784,ok
